index,code,gender
1860,70712,M
1861,70712,M
1862,69744,M
1863,70597002,M
1864,70597001,M
1865,70259,M
1866,71233,M
1867,71233,M
1868,70712,M
1869,70987,M
1870,71233,M
1871,70601,M
1872,70601,M
1873,70305,M
1874,70305,M
1875,70227,M
1876,70227,M
1877,70227,M
1878,69610,M
1879,69610,M
1880,69599005,M
1881,69599003,M
1882,70625,F
1883,70625,F
1884,70625,F
1885,70625,F
1886,70614,F
1887,70614,F
1888,70614,F
1889,70614,F
1890,69915,M
1891,70868,F
1892,70868,F
1893,70868,F
1894,70868,F
1895,70867,F
1896,70867,F
1897,70867,F
1898,70867,F
1899,70867,F
1900,70867,F
1901,70760,F
1902,70760,F
1903,70760,F
1904,70759,F
1905,70759,F
1906,70759,F
1907,69160,F
1908,70754002,F
1909,70754001,F
1910,70754001,F
1911,70754001,F
1912,70753003,F
1913,70753003,F
1914,70753003,F
1915,70753002,F
1916,70753001,F
1917,70753001,F
1918,70753001,F
1919,70751,F
1920,70751,F
1921,70751,F
1922,69184,F
1923,69184,F
1924,70592,F
1925,70592,F
1926,70592,F
1927,70592,F
1928,69466,F
1929,55459,M
1930,55037,M
1931,66599,F
1932,66599,F
1933,71275,M
1934,71275,M
1935,71275,M
1936,71274,M
1937,71274,M
1938,71274,M
1939,70678,M
1940,70678,M
1941,70678,M
1942,70678,M
1943,70996,M
1944,70996,M
1945,70996,M
1946,70580,M
1947,70580,M
1948,70580,M
1949,70580,M
1950,70580,M
1951,70580,M
1952,70579,M
1953,70579,M
1954,70579,M
1955,70579,M
1956,70579,M
1957,70579,M
1958,70579,M
1959,70579,M
1960,70579,M
1961,70545,M
1962,70545,M
1963,70545,M
1964,70545,M
1965,70545,M
1966,70545,M
1967,70545,M
1968,70545,M
1969,70877,M
1970,70877,M
1971,70877,M
1972,70876,M
1973,70876,M
1974,70876,M
1975,70687,M
1976,70687,M
1977,71193,M
1978,71193,M
1979,71193,M
1980,71091,F
1981,70713,F
1982,70713,F
1983,70713,F
1984,70914,F
1985,70913,F
1986,70912,F
1987,70831,F
1988,70831,F
1989,70831,F
1990,70974,F
1991,70974,F
1992,70974,F
1993,70973,F
1994,70973,F
1995,70973,F
1996,71248002,M
1997,71248002,M
1998,71248002,M
1999,71248001,M
2000,71248001,M
2001,70799,M
2002,70799,M
2003,70799,M
2004,70798,M
2005,70798,M
2006,70798,M
2007,70723,M
2008,70723,M
2009,70723,M
2010,70722,F
2011,70722,F
2012,70722,F
2013,69327,F
2014,70323,M
2015,70323,M
2016,70323,M
2017,70745005,M
2018,70336,F
2019,69811,M
2020,69184,F
2021,70302,M
2022,70302,M
2023,70302,M
2024,70302,M
2025,70302,M
2026,70543,M
2027,70543,M
2028,70543,M
2029,70543,M
2030,70543,M
2031,70543,M
2032,70543,M
2033,70543,M
2034,70543,M
2035,70542,M
2036,70542,M
2037,70542,M
2038,70542,M
2039,70542,M
2040,70542,M
2041,70542,M
2042,70542,M
2043,70542,M
2044,70542,M
2045,71169,M
2046,71169,M
2047,71169,M
2048,71169,M
2049,71169,M
2050,71169,M
2051,71169,M
2052,71169,M
2053,71169,M
2054,71168,M
2055,71168,M
2056,71168,M
2057,71168,M
2058,71168,M
2059,71091,F
2060,71045,F
2061,71045,F
2062,71045,F
2063,71045,F
2064,71045,F
2065,70735,F
2066,70735,F
2067,70590,F
2068,70590,F
2069,70590,F
2070,70590,F
2071,70593,F
2072,70593,F
2073,70593,F
2074,70593,F
2075,70593,F
2076,70593,F
2077,70593,F
2078,70593,F
2079,70593,F
2080,71046,F
2081,71046,F
2082,71046,F
2083,71046,F
2084,71044,F
2085,71044,F
2086,71044,F
2087,71044,F
2088,71044,F
2089,71044,F
2090,71044,F
2091,49857,M
2092,68404,M
2093,70590,F
2094,70735,F
2095,70735,F
2096,70735,F
2097,70590,F
2098,70590,F
2099,70590,F
2100,70593,F
2101,69667,F
2102,71113,M
2103,71113,M
2104,71113,M
2105,71113,M
2106,71358,M
2107,70878,M
2108,70878,M
2109,70878,M
2110,70878,M
2111,70878,M
2112,71169,M
2113,71169,M
2114,71169,M
2115,71169,M
2116,71169,M
2117,71169,M
2118,71168,M
2119,71168,M
2120,71168,M
2121,71538,F
2122,71110,F
2123,71110,F
2124,71110,F
2125,71110,F
2126,71109,F
2127,71109,F
2128,71109,F
2129,71109,F
2130,70866,F
2131,70866,F
2132,70866,F
2133,70866,F
2134,70866,F
2135,71108,F
2136,71108,F
2137,71108,F
2138,71107,F
2139,71107,F
2140,71107,F
2141,70620,F
2142,70620,F
2143,70620,F
2144,70620,F
2145,71006,F
2146,71006,F
2147,71006,F
2148,70964,F
2149,71048,F
2150,71048,F
2151,71048,F
2152,71047,F
2153,71047,F
2154,71047,F
2155,71047,F
2156,71356,M
2157,71201,M
2158,71201,M
2159,71201,M
2160,71149,M
2161,71149,M
2162,71121,M
2163,71121,M
2164,71121,M
2165,70452,M
2166,70452,M
2167,70452,M
2168,70452,M
2169,70452,M
2170,70452,M
2171,70452,M
2172,70452,M
2173,70452,M
2174,70816,M
2175,70816,M
2176,70816,M
2177,71058,M
2178,71058,M
2179,70693012,M
2180,70691001,M
2181,70691001,M
2182,70691001,M
2183,70691001,M
2184,70690001,M
2185,70690001,M
2186,70690001,M
2187,70690001,M
2188,71056,M
2189,71056,M
2190,71056,M
2191,71055,M
2192,71055,M
2193,70943,M
2194,70943,M
2195,71227,M
2196,71227,M
2197,71227,M
2198,71169,M
2199,71366,M
2200,71366,M
2201,70741001,F
2202,70741001,F
2203,70741001,F
2204,70741001,F
2205,70742,F
2206,70742,F
2207,70742,F
2208,70742,F
2209,70742,F
2210,70742,F
2211,66881,F
2212,70684,F
2213,70684,F
2214,70684,F
2215,70684,F
2216,70684,F
2217,70684,F
2218,70684,F
2219,70684,F
2220,70757,F
2221,70757,F
2222,70757,F
2223,70963,F
2224,70743,F
2225,70743,F
2226,70743,F
2227,70743,F
2228,70743,F
2229,70763,F
2230,70763,F
2231,70763,F
2232,70649,F
2233,70649,F
2234,70649,F
2235,70649,F
2236,70647,F
2237,70647,F
2238,70647,F
2239,70569,F
2240,70569,F
2241,70568,F
2242,70568,F
2243,70568,F
2244,70566,F
2245,70566,F
2246,70566,F
2247,70566,F
2248,70566,F
2249,70566,F
2250,70735,F
2251,70977,F
2252,70977,F
2253,70977,F
2254,70975,F
2255,70975,F
2256,70975,F
2257,70832002,F
2258,70832001,F
2259,70832001,F
2260,70874,F
2261,70874,F
2262,70874,F
2263,70874,F
2264,70874,F
2265,70874,F
2266,70874,F
2267,68573,F
2268,68573,F
2269,68573,F
2270,70712,M
2271,70654,F
2272,70654,F
2273,70654,F
2274,70869,F
2275,70869,F
2276,70869,F
2277,70869,F
2278,70693011,M
2279,70693010,M
2280,70693009,M
2281,70693008,M
2282,70693007,M
2283,70693006,M
2284,70693005,M
2285,70693004,M
2286,70693003,M
2287,70693002,M
2288,70693001,M
2289,70368,F
2290,71053,M
2291,71053,M
2292,71052,M
2293,71052,M
2294,71052,M
2295,71052,M
2296,69626,M
2297,70594,M
2298,70594,M
2299,70594,M
2300,71357,M
2301,71922,M
2302,71922,M
2303,71922,M
2304,71922,M
2305,71922,M
2306,71922,M
2307,71922,M
2308,71922,M
2309,71922,M
2310,71922,M
2311,71922,M
2312,71921,M
2313,71921,M
2314,71921,M
2315,71921,M
2316,71921,M
2317,71921,M
2318,71921,M
2319,71921,M
2320,70989,M
2321,70556,M
2322,70781,M
2323,70768,M
2324,70768,M
2325,70768,M
2326,70758,M
2327,70551,M
2328,70551,M
2329,70551,M
2330,70551,M
2331,70825,M
2332,70685,M
2333,70685,M
2334,70685,M
2335,71133,F
2336,71133,F
2337,71133,F
2338,70915,F
2339,70788,F
2340,71194,F
2341,71194,F
2342,71194,F
2343,71132,F
2344,71132,F
2345,71132,F
2346,70739,F
2347,70739,F
2348,70739,F
2349,70739,F
2350,70766,F
2351,70766,F
2352,70766,F
2353,70766,F
2354,70766,F
2355,70766,F
2356,70766,F
2357,70766,F
2358,70764,F
2359,70764,F
2360,70764,F
2361,70764,F
2362,70764,F
2363,70764,F
2364,70615,F
2365,70615,F
2366,70615,F
2367,70615,F
2368,70615,F
2369,70615,F
2370,70615,F
2371,70615,F
2372,70615,F
2373,70615,F
2374,70615,F
2375,70613,F
2376,70613,F
2377,70613,F
2378,70613,F
2379,70613,F
2380,70613,F
2381,70613,F
2382,70613,F
2383,70613,F
2384,70613,F
2385,70762,F
2386,70761,F
2387,70645,F
2388,70645,F
2389,70645,F
2390,71049,F
2391,71049,F
2392,71049,F
2393,70833,F
2394,70648,F
2395,70648,F
2396,70648,F
2397,70567002,F
2398,70567001,F
2399,71034,F
2400,71034,F
2401,71034,F
2402,70972,F
2403,70803,M
2404,70803,M
2405,70803,M
2406,70972,F
2407,70972,F
2408,71046,F
2409,71046,F
2410,71046,F
2411,71046,F
2412,71044,F
2413,71044,F
2414,71044,F
2415,69102,M
2416,70932,M
2417,69387,F
2418,71148,M
2419,71605,F
2420,71196,F
2421,71196,F
2422,70740002,F
2423,70740001,F
2424,70740001,F
2425,70740001,F
2426,70740001,F
2427,70764,F
2428,71105,F
2429,71105,F
2430,71105,F
2431,71105,F
2432,71105,F
2433,70873,F
2434,70873,F
2435,71622,F
2436,71622,F
2437,71622,F
2438,71622,F
2439,71622,F
2440,71622,F
2441,71106,F
2442,71106,F
2443,71106,F
2444,71106,F
2445,71106,F
2446,71104,F
2447,71104,F
2448,71104,F
2449,71104,F
2450,71104,F
2451,71543,F
2452,71544,F
2453,71544,F
2454,71457,F
2455,71457,F
2456,71457,F
2457,71455,F
2458,71455,F
2459,71455,F
2460,71238,F
2461,71238,F
2462,71238,F
2463,71237,F
2464,71237,F
2465,71237,F
2466,70365,F
2467,70985,M
2468,70442,F
2469,69102,M
2470,69611,M
2471,69611,M
2472,71675,M
2473,71675,M
2474,71675,M
2475,71675,M
2476,71149,M
2477,71469,M
2478,71469,M
2479,71469,M
2480,71148,M
2481,71148,M
2482,71148,M
2483,71148,M
2484,71148,M
2485,71359,M
2486,71359,M
2487,71359,M
2488,71203,M
2489,71203,M
2490,71203,M
2491,71203,M
2492,70944,M
2493,70944,M
2494,70944,M
2495,70944,M
2496,70922,M
2497,70922,M
2498,70922,M
2499,70922,M
2500,70921,M
2501,70921,M
2502,70921,M
2503,70921,M
2504,71262,M
2505,71262,M
2506,71262,M
2507,70902,M
2508,70902,M
2509,70902,M
2510,70902,M
2511,71676,M
2512,71676,M
2513,71676,M
2514,71676,M
2515,71676,M
2516,70923,M
2517,70923,M
2518,70923,M
2519,70923,M
2520,70923,M
2521,70920,M
2522,70920,M
2523,70920,M
2524,70920,M
2525,70301,M
2526,70301,M
2527,71921,M
2528,71921,M
2529,70825,M
2530,70825,M
2531,71366,M
2532,71384,M
2533,71368,M
2534,71368,M
2535,71368,M
2536,71234,M
2537,71234,M
2538,71234,M
2539,71234,M
2540,71234,M
2541,71234,M
2542,71232,M
2543,71232,M
2544,71232,M
2545,71232,M
2546,71232,M
2547,71232,M
2548,71232,M
2549,70939,M
2550,70939,M
2551,70939,M
2552,70529,F
2553,71196,F
2554,71360,F
2555,71360,F
2556,71360,F
2557,71199,F
2558,71199,F
2559,71199,F
2560,71199,F
2561,71714,F
2562,71714,F
2563,71714,F
2564,71714,F
2565,71197,F
2566,71197,F
2567,71197,F
2568,71197,F
2569,70983,F
2570,70983,F
2571,70983,F
2572,71406,F
2573,71406,F
2574,71406,F
2575,70980,F
2576,70980,F
2577,70980,F
2578,70980,F
2579,70980,F
2580,70341,F
2581,70341,F
2582,70341,F
2583,70735,F
2584,71405,F
2585,71405,F
2586,71405,F
2587,70978,F
2588,70978,F
2589,70978,F
2590,71543,F
2591,72054,F
2592,72054,F
2593,72054,F
2594,72054,F
2595,71545,F
2596,71545,F
2597,71545,F
2598,71545,F
2599,70982,F
2600,70982,F
2601,70982,F
2602,70981,F
2603,70981,F
2604,70981,F
2605,70981,F
2606,70979,F
2607,70979,F
2608,70979,F
2609,70979,F
2610,70970,F
2611,70970,F
2612,70970,F
2613,71454,F
2614,71454,F
2615,71384,M
2616,71384,M
2617,70970,F
2618,70970,F
2619,70970,F
2620,70970,F
2621,70970,F
2622,70970,F
2623,71219,M
2624,71219,M
2625,71219,M
2626,71672,M
2627,71672,M
2628,71672,M
2629,71955,F
2630,71955,F
2631,71955,F
2632,68695,M
2633,69994,F
2634,71118,M
2635,71118,M
2636,71117,M
2637,71117,M
2638,71117,M
2639,71117,M
2640,71116,M
2641,71116,M
2642,71116,M
2643,71116,M
2644,71116,M
2645,71119,M
2646,71119,M
2647,71119,M
2648,71119,M
2649,71376,M
2650,71376,M
2651,71376,M
2652,71376,M
2653,71376,M
2654,71376,M
2655,71196,F
2656,71196,F
2657,71651,M
2658,71651,M
2659,71651,M
2660,71647,M
2661,71647,M
2662,71647,M
2663,71543,F
2664,71276,M
2665,71276,M
2666,70807,M
2667,70807,M
2668,70807,M
2669,70807,M
2670,69336,M
2671,71099,M
2672,71665,M
2673,71665,M
2674,71664,M
2675,71664,M
2676,69243,M
2677,69243,M
2678,70634,M
2679,70634,M
2680,70633,M
2681,70633,M
2682,70951,M
2683,70951,M
2684,70953,M
2685,70953,M
2686,70953,M
2687,70953,M
2688,70953,M
2689,70948,M
2690,70948,M
2691,70948,M
2692,70948,M
2693,69328,M
2694,69328,M
2695,71432,M
2696,71432,M
2697,69268,M
2698,70679,M
2699,70679,M
2700,70679,M
2701,70679,M
2702,69502,M
2703,67444,M
2704,67098,M
2705,67098,M
2706,69564,M
2707,69564,M
2708,69564,M
2709,69564,M
2710,69564,M
2711,69564,M
2712,67095,M
2713,67095,M
2714,67095,M
2715,67095,M
2716,67095,M
2717,67095,M
2718,67095,M
2719,67095,M
2720,67095,M
2721,67095,M
2722,67095,M
2723,67095,M
2724,67095,M
2725,67095,M
2726,67095,M
2727,70903,M
2728,70903,M
2729,70903,M
2730,70903,M
2731,70903,M
2732,70903,M
2733,70903,M
2734,70903,M
2735,70903,M
2736,70919,M
2737,70919,M
2738,70919,M
2739,70919,M
2740,70919,M
2741,70919,M
2742,70919,M
2743,70919,M
2744,70919,M
2745,70919,M
2746,71314,F
2747,71314,F
2748,71314,F
2749,71035,F
2750,71035,F
2751,71035,F
2752,70671,F
2753,70671,F
2754,70671,F
2755,70673,F
2756,70673,F
2757,70673,F
2758,70653,F
2759,70653,F
2760,70653,F
2761,70668,F
2762,70668,F
2763,70668,F
2764,71312,F
2765,71312,F
2766,71312,F
2767,67076,F
2768,67076,F
2769,67076,F
2770,71038,F
2771,71038,F
2772,71038,F
2773,70954,M
2774,71192,M
2775,71192,M
2776,71192,M
2777,71192,M
2778,71192,M
2779,71192,M
2780,71564,M
2781,71564,M
2782,71564,M
2783,71386,M
2784,71386,M
2785,71386,M
2786,71386,M
2787,70940,M
2788,70940,M
2789,70940,M
2790,70940,M
2791,70940,M
2792,70834,F
2793,70834,F
2794,70834,F
2795,70834,F
2796,70834,F
2797,70695,F
2798,70695,F
2799,70695,F
2800,70695,F
2801,70695,F
2802,70695,F
2803,70695,F
2804,71456,F
2805,71456,F
2806,70695,F
2807,70695,F
2808,71456,F
2809,71456,F
2810,70555,M
2811,71920,M
2812,71920,M
2813,71920,M
2814,71920,M
2815,70769,M
2816,70769,M
2817,70769,M
2818,70769,M
2819,71385,M
2820,71385,M
2821,71385,M
2822,71606,F
2823,71606,F
2824,71606,F
2825,71606,F
2826,71606,F
2827,71198,F
2828,71198,F
2829,71198,F
2830,71198,F
2831,71198,F
2832,70836,F
2833,70836,F
2834,70836,F
2835,70836,F
2836,70836,F
2837,71539,F
2838,71539,F
2839,71539,F
2840,71539,F
2841,71539,F
2842,71681,F
2843,71681,F
2844,71680,F
2845,71680,F
2846,71680,F
2847,71587002,F
2848,71587001,F
2849,71586,F
2850,71586,F
2851,71585,F
2852,71585,F
2853,71585,F
2854,69233,M
2855,68851,F
2856,71432,M
2857,70561,M
2858,69396001,M
2859,69396990,M
2860,68657,F
2861,68657,F
2862,68657,F
2863,68657,F
2864,68657,F
2865,68655,F
2866,68655,F
2867,68655,F
2868,68655,F
2869,68655,F
2870,68655,F
2871,68655,F
2872,68655,F
2873,68657,F
2874,68657,F
2875,69761004,M
2876,71254,M
2877,71254,M
2878,71254,M
2879,71253,M
2880,71253,M
2881,71253,M
2882,71252,M
2883,71252,M
2884,71252,M
2885,71252,M
2886,71251,M
2887,71251,M
2888,71251,M
2889,71251,M
2890,71250,M
2891,71250,M
2892,71250,M
2893,71250,M
2894,70746001,M
2895,70746001,M
2896,70746001,M
2897,70746001,M
2898,71583,F
2899,71583,F
2900,71583,F
2901,71577,F
2902,71577,F
2903,71577,F
2904,71575,F
2905,71575,F
2906,71575,F
2907,71563,M
2908,71563,M
2909,71562,M
2910,71562,M
2911,71562,M
2912,71584,F
2913,71584,F
2914,71584,F
2915,71571,F
2916,71571,F
2917,71571,F
2918,71326,F
2919,71326,F
2920,71326,F
2921,71273,F
2922,71273,F
2923,71273,F
2924,71273,F
2925,71273,F
2926,71273,F
2927,70672,F
2928,70672,F
2929,70672,F
2930,70560,F
2931,70560,F
2932,70560,F
2933,70558,F
2934,70558,F
2935,70558,F
2936,70558,F
2937,70558,F
2938,70558,F
2939,70558,F
2940,70558,F
2941,71145,F
2942,71145,F
2943,71145,F
2944,71145,F
2945,71145,F
2946,68655,F
2947,72254,F
2948,72254,F
2949,72254,F
2950,72254,F
2951,72254,F
2952,72254,F
2953,72254,F
2954,70624,F
2955,70624,F
2956,70624,F
2957,70624,F
2958,72152,F
2959,72152,F
2960,72152,F
2961,72151,F
2962,72151,F
2963,72150,F
2964,72150,F
2965,72149002,F
2966,72149001,F
2967,72148002,F
2968,72148001,F
2969,72147002,F
2970,72147001,F
2971,70962,F
2972,72190,F
2973,72190,F
2974,72190,F
2975,72190,F
2976,72190,F
2977,72190,F
2978,72190,F
2979,71103,F
2980,71103,F
2981,71103,F
2982,71103,F
2983,71103,F
2984,71103,F
2985,71103,F
2986,71320,F
2987,71320,F
2988,71320,F
2989,71320,F
2990,71318,F
2991,71318,F
2992,71318,F
2993,71318,F
2994,71309,F
2995,71309,F
2996,71309,F
2997,71309,F
2998,71309,F
2999,71088,F
3000,71088,F
3001,71088,F
3002,71088,F
3003,71861,F
3004,71861,F
3005,71861,F
3006,71861,F
3007,71861,F
3008,69462,M
3009,69335,M
3010,71302,M
3011,71302,M
3012,71302,M
3013,71302,M
3014,71302,M
3015,71300,M
3016,71300,M
3017,71300,M
3018,71299,M
3019,71299,M
3020,71299,M
3021,71299,M
3022,71301,M
3023,71301,M
3024,71301,M
3025,71301,M
3026,71301,M
3027,71301,M
3028,71163,M
3029,71163,M
3030,71163,M
3031,71163,M
3032,71163,M
3033,70945,M
3034,70945,M
3035,70945,M
3036,70945,M
3037,70945,M
3038,70575,M
3039,70575,M
3040,72348,M
3041,72348,M
3042,72347,M
3043,72347,M
3044,72346,M
3045,72346,M
3046,71766,F
3047,71917,F
3048,71917,F
3049,71917,F
3050,71917,F
3051,71917,F
3052,71917,F
3053,71601,F
3054,71601,F
3055,71601,F
3056,71600,F
3057,71599,F
3058,71598,F
3059,71597,F
3060,71596,F
3061,71595,F
3062,72190,F
3063,71979,F
3064,71979,F
3065,71979,F
3066,71979,F
3067,71979,F
3068,71979,F
3069,71979,F
3070,71979,F
3071,71979,F
3072,71979,F
3073,71978,F
3074,71978,F
3075,71978,F
3076,71978,F
3077,71978,F
3078,71978,F
3079,71978,F
3080,71978,F
3081,71978,F
3082,71978,F
3083,70903,M
3084,70903,M
3085,70696,F
3086,70696,F
3087,70696,F
3088,70696,F
3089,66892,F
3090,66892,F
3091,69567,F
3092,72003,M
3093,72002,M
3094,72002,M
3095,72002,M
3096,72001,M
3097,72009,M
3098,72009,M
3099,72008,M
3100,72008,M
3101,72007,M
3102,72005,M
3103,72005,M
3104,72005,M
3105,72005,M
3106,72006,M
3107,72006,M
3108,72128,M
3109,72128,M
3110,72128,M
3111,72128,M
3112,72128,M
3113,72128,M
3114,72127,M
3115,72127,M
3116,72127,M
3117,72127,M
3118,72127,M
3119,72127,M
3120,72004,M
3121,72139,M
3122,72139,M
3123,72138,M
3124,72138,M
3125,72138,M
3126,72056,M
3127,72056,M
3128,72052,M
3129,72052,M
3130,71928,M
3131,71928,M
3132,71928,M
3133,72109002,F
3134,72109001,F
3135,72104002,F
3136,72104001,F
3137,70612,F
3138,70612,F
3139,70612,F
3140,70612,F
3141,70612,F
3142,70612,F
3143,70612,F
3144,72098,F
3145,72098,F
3146,72098,F
3147,72158,F
3148,72158,F
3149,72158,F
3150,72158,F
3151,72158,F
3152,72158,F
3153,72160,F
3154,72160,F
3155,72160,F
3156,72160,F
3157,72160,F
3158,72160,F
3159,72159,F
3160,72159,F
3161,72159,F
3162,72159,F
3163,72159,F
3164,72159,F
3165,72161,F
3166,72161,F
3167,72161,F
3168,72161,F
3169,72161,F
3170,72161,F
3171,72146,F
3172,72146,F
3173,72145,F
3174,72145,F
3175,72144,F
3176,72144,F
3177,72142,F
3178,72142,F
3179,72141,F
3180,72141,F
3181,72100002,F
3182,72100001,F
3183,72087,F
3184,72087,F
3185,72087,F
3186,72086,F
3187,72086,F
3188,72086,F
3189,72059002,F
3190,72059001,F
3191,72058004,F
3192,72058003,F
3193,72058002,F
3194,72058001,F
3195,72060,F
3196,72060,F
3197,72060,F
3198,72060,F
3199,72055,F
3200,72055,F
3201,72055,F
3202,72055,F
3203,72055,F
3204,72312,F
3205,72312,F
3206,72266,F
3207,72266,F
3208,72268,F
3209,72268,F
3210,72268,F
3211,72267,F
3212,72267,F
3213,72267,F
3214,70831,F
3215,70952,M
3216,70952,M
3217,70669,F
3218,70669,F
3219,70669,F
3220,67767,F
3221,67767,F
3222,67767,F
3223,67767,F
3224,67767,F
3225,67767,F
3226,68081,F
3227,68555,F
3228,68555,F
3229,71102,M
3230,71102,M
3231,71101,M
3232,71101,M
3233,71100,M
3234,71100,M
3235,71315,F
3236,71315,F
3237,71315,F
3238,70967,F
3239,70967,F
3240,70967,F
3241,70965,F
3242,70965,F
3243,70965,F
3244,70961,F
3245,70961,F
3246,70961,F
3247,70960,F
3248,70960,F
3249,70960,F
3250,70959,F
3251,70959,F
3252,70959,F
3253,70959,F
3254,70959,F
3255,70652,F
3256,70652,F
3257,70652,F
3258,72108,F
3259,72108,F
3260,72108,F
3261,71908,F
3262,71908,F
3263,71908,F
3264,71908,F
3265,71908,F
3266,71540,F
3267,71540,F
3268,71540,F
3269,71540,F
3270,71540,F
3271,71540,F
3272,70596,F
3273,70596,F
3274,70596,F
3275,70596,F
3276,71147,F
3277,71147,F
3278,71147,F
3279,71147,F
3280,72317,F
3281,72317,F
3282,72317,F
3283,72317,F
3284,71966,F
3285,71966,F
3286,71965,F
3287,71965,F
3288,71929,F
3289,71929,F
3290,71929,F
3291,71929,F
3292,71964,F
3293,71964,F
3294,71958,F
3295,71958,F
3296,71458,F
3297,71458,F
3298,71458,F
3299,71879,F
3300,71879,F
3301,71879,F
3302,71879,F
3303,71879,F
3304,70575,M
3305,70575,M
3306,69231,M
3307,70695,F
3308,70695,F
3309,70764,F
3310,70764,F
3311,70764,F
3312,70764,F
3313,70764,F
3314,70764,F
3315,70764,F
3316,70764,F
3317,70613,F
3318,70613,F
3319,70695,F
3320,70684,F
3321,70684,F
3322,70684,F
3323,70684,F
3324,70684,F
3325,70615,F
3326,70615,F
3327,68083,F
3328,68083,F
3329,69094,M
3330,70835,F
3331,70835,F
3332,71164,M
3333,71767,M
3334,70595,M
3335,70595,M
3336,70595,M
3337,70595,M
3338,70595,M
3339,72465,M
3340,72465,M
3341,72465,M
3342,71202,M
3343,71202,M
3344,71202,M
3345,71202,M
3346,72040,M
3347,72040,M
3348,72040,M
3349,72038,M
3350,72038,M
3351,72038,M
3352,72038,M
3353,72053,M
3354,72053,M
3355,72053,M
3356,72053,M
3357,71582,F
3358,71582,F
3359,71582,F
3360,71581,F
3361,71581,F
3362,71581,F
3363,72088,M
3364,72088,M
3365,71573,F
3366,71573,F
3367,71573,F
3368,71428,F
3369,71428,F
3370,71428,F
3371,71324,F
3372,71324,F
3373,71324,F
3374,70631,F
3375,70631,F
3376,70631,F
3377,70631,F
3378,70631,F
3379,70631,F
3380,70630,F
3381,70630,F
3382,70630,F
3383,70630,F
3384,71918,F
3385,71918,F
3386,71918,F
3387,72094,F
3388,72094,F
3389,72094,F
3390,71765,F
3391,71765,F
3392,71765,F
3393,71765,F
3394,71765,F
3395,71765,F
3396,72036,F
3397,72036,F
3398,72036,F
3399,72036,F
3400,72036,F
3401,72036,F
3402,72036,F
3403,72036,F
3404,71014,F
3405,71014,F
3406,71014,F
3407,71014,F
3408,71014,F
3409,71014,F
3410,71014,F
3411,71014,F
3412,71014,F
3413,71014,F
3414,71548,F
3415,71548,F
3416,71548,F
3417,71548,F
3418,71548,F
3419,71345,F
3420,71345,F
3421,71342002,F
3422,72193,F
3423,71352,F
3424,71350,F
3425,71349001,F
3426,71822003,F
3427,71617,F
3428,71617,F
3429,71617,F
3430,71617,F
3431,71617,F
3432,71617,F
3433,71616,F
3434,71616,F
3435,71616,F
3436,71616,F
3437,71616,F
3438,71616,F
3439,71616,F
3440,71616,F
3441,69778,F
3442,69778,F
3443,66892,F
3444,66892,F
3445,70679,M
3446,69325,F
3447,71753,M
3448,71753,M
3449,71753,M
3450,71849,M
3451,71849,M
3452,71848,M
3453,71848,M
3454,71847,M
3455,71847,M
3456,71846,M
3457,71846,M
3458,67054,M
3459,71551,M
3460,71551,M
3461,71551,M
3462,71551,M
3463,71551,M
3464,71551,M
3465,71954,M
3466,71954,M
3467,71954,M
3468,71954,M
3469,71430,F
3470,71430,F
3471,71430,F
3472,71818,F
3473,71818,F
3474,71818,F
3475,71817,F
3476,71817,F
3477,71817,F
3478,71712,F
3479,71712,F
3480,71712,F
3481,71711,F
3482,71711,F
3483,71711,F
3484,71710,F
3485,71710,F
3486,71710,F
3487,71709,F
3488,71709,F
3489,71709,F
3490,71530,F
3491,71530,F
3492,71530,F
3493,71530,F
3494,71530,F
3495,71530,F
3496,71530,F
3497,70886,F
3498,70886,F
3499,70886,F
3500,70886,F
3501,70886,F
3502,70886,F
3503,70886,F
3504,70886,F
3505,70886,F
3506,70886,F
3507,70886,F
3508,71921,M
3509,71352,F
3510,71350,F
3511,71822001,F
3512,70630,F
3513,70630,F
3514,71612,M
3515,71611,M
3516,71611,M
3517,70998,M
3518,70998,M
3519,70998,M
3520,70998,M
3521,72134,M
3522,72134,M
3523,72134,M
3524,72134,M
3525,72134,M
3526,72129,M
3527,72129,M
3528,72129,M
3529,72129,M
3530,72133,M
3531,72133,M
3532,72133,M
3533,72131,M
3534,72131,M
3535,72131,M
3536,72131,M
3537,72131,M
3538,72131,M
3539,72130,M
3540,72130,M
3541,72130,M
3542,72130,M
3543,72130,M
3544,72130,M
3545,71572,M
3546,71572,M
3547,71572,M
3548,71572,M
3549,71572,M
3550,71572,M
3551,72028,M
3552,72028,M
3553,72027,M
3554,72027,M
3555,72027,M
3556,72027,M
3557,72026,M
3558,72026,M
3559,71701,M
3560,71701,M
3561,71701,M
3562,72110,F
3563,72110,F
3564,72110,F
3565,72099,F
3566,72099,F
3567,72115,F
3568,72115,F
3569,72115,F
3570,72463,F
3571,72463,F
3572,72463,F
3573,72463,F
3574,72463,F
3575,72463,F
3576,72462,F
3577,72462,F
3578,72462,F
3579,72462,F
3580,72462,F
3581,72462,F
3582,71821,F
3583,71821,F
3584,71821,F
3585,71821,F
3586,71687,F
3587,71687,F
3588,71687,F
3589,71687,F
3590,72074,F
3591,72074,F
3592,72074,F
3593,72074,F
3594,72074,F
3595,72074,F
3596,72076,F
3597,72076,F
